,data_values
11117,-0.0042496184
11118,-0.0039586625
11119,-0.003669879
11120,-0.003384816
11121,-0.003105001
11122,-0.002831864
11123,-0.002566641
11124,-0.00231031
11125,-0.002063532
11126,-0.001826605
11127,-0.001599449
11128,-0.0013816106
11129,-0.001172304
11130,-0.0009704563
11131,-0.00077480066
11132,-0.00058396946
11133,-0.0003966091
11134,-0.0002114939
11135,-2.7645146e-05
11136,0.00015556307
11137,0.00033831384
11138,0.00052028155
11139,0.0007005943
11140,0.00087783014
11141,0.0010500477
11142,0.0012148474
11143,0.0013694763
11144,0.0015109476
11145,0.0016361951
11146,0.0017422271
11147,0.0018263054
11148,0.0018860975
11149,0.0019198349
11150,0.001926444
11151,0.0019056404
11152,0.0018579926
11153,0.0017849548
11154,0.0016888361
11155,0.0015727555
11156,0.00144053
11157,0.0012965489
11158,0.0011456105
11159,0.0009927403
11160,0.0008429991
11161,0.00070128974
11162,0.00057217036
11163,0.0004596914
11164,0.00036725146
11165,0.00029749
11166,0.00025221638
11167,0.00023237757
11168,0.00023806929
11169,0.0002685844
11170,0.0003224995
11171,0.0003977885
11172,0.0004919631
11173,0.00060223177
11174,0.00072566053
11175,0.0008593408
11176,0.001000541
11177,0.0011468491
11178,0.0012962859
11179,0.0014473977
11180,0.0015993111
11181,0.0017517549
11182,0.0019050578
11183,0.0020601018
11184,0.0022182518
11185,0.0023812659
11186,0.002551178
11187,0.002730172
11188,0.0029204488
11189,0.0031240946
11190,0.0033429554
11191,0.0035785243
11192,0.0038318478
11193,0.0041034585
11194,0.0043933163
11195,0.0047008093
11196,0.0050247563
11197,0.0053634336
11198,0.0057146596
11199,0.00607587
11200,0.0064442107
11201,0.006816677
11202,0.0071902135
11203,0.007561853
11204,0.007928825
11205,0.00828867
11206,0.0086393375
11207,0.008979237
11208,0.009307296
11209,0.00962299
11210,0.009926311
11211,0.010217765
11212,0.010498274
11213,0.0107691465
11214,0.01103192
11215,0.011288306
11216,0.011540044
11217,0.0117888
11218,0.012036051
11219,0.01228301
11220,0.0125305345
11221,0.012779098
11222,0.01302876
11223,0.013279161
11224,0.013529601
11225,0.01377904
11226,0.014026263
11227,0.014269907
11228,0.014508633
11229,0.014741217
11230,0.014966691
11231,0.015184414
11232,0.01539419
11233,0.015596316
11234,0.015791614
11235,0.015981406
11236,0.016167514
11237,0.016352152
11238,0.01653785
11239,0.016727278
11240,0.016923139
11241,0.017128002
11242,0.017344128
11243,0.017573314
11244,0.017816773
11245,0.018075041
11246,0.018347869
11247,0.018634195
11248,0.018932214
11249,0.01923938
11250,0.019552516
11251,0.019867979
11252,0.020181805
11253,0.020489901
11254,0.02078829
11255,0.021073263
11256,0.021341607
11257,0.021590779
11258,0.02181902
11259,0.022025472
11260,0.022210242
11261,0.022374341
11262,0.022519734
11263,0.022649154
11264,0.022765985
11265,0.02287409
11266,0.022977615
11267,0.023080735
11268,0.023187444
11269,0.023301385
11270,0.023425605
11271,0.02356243
11272,0.023713334
11273,0.023878906
11274,0.024058767
11275,0.024251726
11276,0.024455717
11277,0.02466805
11278,0.024885528
11279,0.02510467
11280,0.025321916
11281,0.02553381
11282,0.025737276
11283,0.025929773
11284,0.02610946
11285,0.026275339
11286,0.026427288
11287,0.026566189
11288,0.026693821
11289,0.026812831
11290,0.026926646
11291,0.027039336
11292,0.027155355
11293,0.02727947
11294,0.027416488
11295,0.027571047
11296,0.027747469
11297,0.027949521
11298,0.028180346
11299,0.028442247
11300,0.028736722
11301,0.02906435
11302,0.029424807
11303,0.029816912
11304,0.03023868
11305,0.030687496
11306,0.031160094
11307,0.031652845
11308,0.032161783
11309,0.03268286
11310,0.033211984
11311,0.033745173
11312,0.034278795
11313,0.03480941
11314,0.035334107
11315,0.035850335
11316,0.036355976
11317,0.03684951
11318,0.037329704
11319,0.037795823
11320,0.03824743
11321,0.038684364
11322,0.039106764
11323,0.039514832
11324,0.039908927
11325,0.040289465
11326,0.040656753
11327,0.04101117
11328,0.04135298
11329,0.041682355
11330,0.04199943
11331,0.042304203
11332,0.042596627
11333,0.04287665
11334,0.043144144
11335,0.04339896
11336,0.04364101
11337,0.043870278
11338,0.04408668
11339,0.0442903
11340,0.044481266
11341,0.044659745
11342,0.04482594
11343,0.04498022
11344,0.045122907
11345,0.04525436
11346,0.045375016
11347,0.04548524
11348,0.04558553
11349,0.045676265
11350,0.0457579
11351,0.04583089
11352,0.04589568
11353,0.04595278
11354,0.046002693
11355,0.046045996
11356,0.046083257
11357,0.046115134
11358,0.0461423
11359,0.04616541
11360,0.04618519
11361,0.0462023
11362,0.046217334
11363,0.046230793
11364,0.046243083
11365,0.04625433
11366,0.046264537
11367,0.04627343
11368,0.046280388
11369,0.04628461
11370,0.04628496
11371,0.046279997
11372,0.04626811
11373,0.046247475
11374,0.046216097
11375,0.04617205
11376,0.04611335
11377,0.04603819
11378,0.045944944
11379,0.04583238
11380,0.04569957
11381,0.045546103
11382,0.045372106
11383,0.045178134
11384,0.04496539
11385,0.044735484
11386,0.044490594
11387,0.044233292
11388,0.043966427
11389,0.043693043
11390,0.0434164
11391,0.04313973
11392,0.042866077
11393,0.04259838
11394,0.042339224
11395,0.04209091
11396,0.04185528
11397,0.04163372
11398,0.041427195
11399,0.041236285
11400,0.041061155
11401,0.04090163
11402,0.040757287
11403,0.04062752
11404,0.04051152
11405,0.040408473
11406,0.040317502
11407,0.040237732
11408,0.040168375
11409,0.0401086
11410,0.040057663
11411,0.040014792
11412,0.039979182
11413,0.039949965
11414,0.039926138
11415,0.03990646
11416,0.03988965
11417,0.03987409
11418,0.039858017
11419,0.039839413
11420,0.03981619
11421,0.03978611
11422,0.039746962
11423,0.039696652
11424,0.039633226
11425,0.039555024
11426,0.039460797
11427,0.039349772
11428,0.039221663
11429,0.03907681
11430,0.03891612
11431,0.038741067
11432,0.03855364
11433,0.038356304
11434,0.038151797
11435,0.037943155
11436,0.03773337
11437,0.037525404
11438,0.03732197
11439,0.037125435
11440,0.03693764
11441,0.036759876
11442,0.036592808
11443,0.036436383
11444,0.036289997
11445,0.03615233
11446,0.036021613
11447,0.035895634
11448,0.035771936
11449,0.035647906
11450,0.035520893
11451,0.03538847
11452,0.03524848
11453,0.035099134
11454,0.034939177
11455,0.03476791
11456,0.034585122
11457,0.03439124
11458,0.03418718
11459,0.033974282
11460,0.03375426
11461,0.033529058
11462,0.033300765
11463,0.033071443
11464,0.032843053
11465,0.032617364
11466,0.032395806
11467,0.032179505
11468,0.03196914
11469,0.031765044
11470,0.03156711
11471,0.031374983
11472,0.031187931
11473,0.03100508
11474,0.030825444
11475,0.030647947
11476,0.030471588
11477,0.03029549
11478,0.030118944
11479,0.029941447
11480,0.029762758
11481,0.029582877
11482,0.029402014
11483,0.029220607
11484,0.029039238
11485,0.02885854
11486,0.028679214
11487,0.028501898
11488,0.028327135
11489,0.0281553
11490,0.027986579
11491,0.0278209
11492,0.027657948
11493,0.027497193
11494,0.027337853
11495,0.027178932
11496,0.027019313
11497,0.02685777
11498,0.026693072
11499,0.026524007
11500,0.026349476
11501,0.026168555
11502,0.025980508
11503,0.025784954
11504,0.025581736
11505,0.02537106
11506,0.025153412
11507,0.024929633
11508,0.024700819
11509,0.02446832
11510,0.024233647
11511,0.023998467
11512,0.023764497
11513,0.023533424
11514,0.02330689
11515,0.023086324
11516,0.02287298
11517,0.022667844
11518,0.02247159
11519,0.022284554
11520,0.022106718
11521,0.021937741
11522,0.021776957
11523,0.021623386
11524,0.021475863
11525,0.021333009
11526,0.021193312
11527,0.021055272
11528,0.020917393
11529,0.020778302
11530,0.020636816
11531,0.020491946
11532,0.020343069
11533,0.02018981
11534,0.020032162
11535,0.019870475
11536,0.01970535
11537,0.019537749
11538,0.019368801
11539,0.019199863
11540,0.01903238
11541,0.018867819
11542,0.018707652
11543,0.018553238
11544,0.018405765
11545,0.018266244
11546,0.018135434
11547,0.018013865
11548,0.017901802
11549,0.017799288
11550,0.017706174
11551,0.017622123
11552,0.017546719
11553,0.017479464
11554,0.017419878
11555,0.017367462
11556,0.01732188
11557,0.017282829
11558,0.017250143
11559,0.017223787
11560,0.01720379
11561,0.017190272
11562,0.017183362
11563,0.017183194
11564,0.017189851
11565,0.017203242
11566,0.017223164
11567,0.01724922
11568,0.017280841
11569,0.017317245
11570,0.017357493
11571,0.017400527
11572,0.017445203
11573,0.017490422
11574,0.017535107
11575,0.017578386
11576,0.017619602
11577,0.017658388
11578,0.017694758
11579,0.017729064
11580,0.01776205
11581,0.017794821
11582,0.01782875
11583,0.017865444
11584,0.017906606
11585,0.01795392
11586,0.018008884
11587,0.018072763
11588,0.018146362
11589,0.018229954
11590,0.018323185
11591,0.018424988
11592,0.018533686
11593,0.018646758
11594,0.018761164
11595,0.018873299
11596,0.018979149
11597,0.019074492
11598,0.019155044
11599,0.019216707
11600,0.019255707
11601,0.019268848
11602,0.019253625
11603,0.0192084
11604,0.019132484
11605,0.019026179
11606,0.018890785
11607,0.018728558
11608,0.018542599
11609,0.018336717
11610,0.018115276
11611,0.017882979
11612,0.017644618
11613,0.017404929
11614,0.017168323
11615,0.01693871
11616,0.016719325
11617,0.01651265
11618,0.016320245
11619,0.016142799
11620,0.01598008
11621,0.015831029
11622,0.015693823
11623,0.015566038
11624,0.01544478
11625,0.01532687
11626,0.015209038
11627,0.015088084
11628,0.014961049
11629,0.014825385
11630,0.01467905
11631,0.014520612
11632,0.014349325
11633,0.014165102
11634,0.013968559
11635,0.0137609
11636,0.01354392
11637,0.013319826
11638,0.013091178
11639,0.012860717
11640,0.012631269
11641,0.012405577
11642,0.0121862115
11643,0.011975411
11644,0.011775057
11645,0.011586539
11646,0.011410731
11647,0.011247971
11648,0.01109807
11649,0.010960289
11650,0.010833457
11651,0.010715978
11652,0.010605969
11653,0.010501266
11654,0.010399662
11655,0.010298901
11656,0.010196839
11657,0.010091548
11658,0.009981392
11659,0.009865128
11660,0.009741959
11661,0.009611583
11662,0.00947422
11663,0.009330577
11664,0.009181863
11665,0.009029685
11666,0.00887601
11667,0.008723064
11668,0.008573189
11669,0.0084287375
11670,0.008291945
11671,0.008164796
11672,0.008048912
11673,0.007945422
11674,0.007854918
11675,0.007777363
11676,0.0077120657
11677,0.007657711
11678,0.0076123676
11679,0.0075735874
11680,0.0075384825
11681,0.007503874
11682,0.0074664247
11683,0.007422788
11684,0.007369792
11685,0.0073045637
11686,0.0072246813
11687,0.0071282797
11688,0.0070141377
11689,0.0068817264
11690,0.0067312103
11691,0.006563419
11692,0.0063797864
11693,0.006182246
11694,0.0059730797
11695,0.005754816
11696,0.005530019
11697,0.0053011645
11698,0.0050704787
11699,0.00483981
11700,0.0046105166
11701,0.0043834243
11702,0.0041587777
11703,0.003936245
11704,0.0037149799
11705,0.0034937123
11706,0.0032708396
11707,0.0030445918
11708,0.002813152
11709,0.0025748285
11710,0.0023281884
11711,0.0020721732
11712,0.0018062171
11713,0.0015302856
11714,0.0012449234
11715,0.0009512252
11716,0.00065079227
11717,0.00034564154
11718,3.8091763e-05
11719,-0.0002693748
11720,-0.0005742607
11721,-0.00087420194
11722,-0.0011671076
11723,-0.001451285
11724,-0.0017255304
11725,-0.0019891916
11726,-0.0022421882
11727,-0.002485004
11728,-0.0027186256
11729,-0.0029444625
11730,-0.0031642313
11731,-0.0033798185
11732,-0.0035931452
11733,-0.0038060243
11734,-0.0040200227
11735,-0.004236362
11736,-0.004455819
11737,-0.0046786796
11738,-0.004904744
11739,-0.0051333187
11740,-0.0053633065
11741,-0.0055932794
11742,-0.0058216043
11743,-0.006046576
11744,-0.0062665557
11745,-0.0064801183
11746,-0.00668617
11747,-0.006884064
11748,-0.007073672
11749,-0.007255431
11750,-0.0074303504
11751,-0.007599975
11752,-0.0077663404
11753,-0.007931833
11754,-0.008099102
11755,-0.008270913
11756,-0.008449956
11757,-0.008638748
11758,-0.00883946
11759,-0.0090538
11760,-0.009282916
11761,-0.009527313
11762,-0.00978687
11763,-0.010060776
11764,-0.0103476215
11765,-0.010645434
11766,-0.010951821
11767,-0.011264035
11768,-0.01157913
11769,-0.011894112
11770,-0.012206064
11771,-0.012512252
11772,-0.012810274
11773,-0.013098101
11774,-0.013374175
11775,-0.013637439
11776,-0.013887322
11777,-0.014123736
11778,-0.014347045
11779,-0.014557981
11780,-0.014757589
11781,-0.014947132
11782,-0.015127995
11783,-0.015301618
11784,-0.01546943
11785,-0.015632717
11786,-0.01579264
11787,-0.015950138
11788,-0.01610594
11789,-0.016260557
11790,-0.01641425
11791,-0.016567037
11792,-0.016718814
11793,-0.016869275
11794,-0.017018016
11795,-0.017164538
11796,-0.017308326
11797,-0.017448809
11798,-0.017585495
11799,-0.017717876
11800,-0.01784554
11801,-0.017968163
11802,-0.018085448
11803,-0.018197231
11804,-0.018303394
11805,-0.018403925
11806,-0.01849888
11807,-0.018588377
11808,-0.01867258
11809,-0.018751755
11810,-0.018826198
11811,-0.018896256
11812,-0.018962355
11813,-0.019024942
11814,-0.019084536
11815,-0.019141704
11816,-0.01919703
11817,-0.019251164
11818,-0.01930476
11819,-0.019358495
11820,-0.019413056
11821,-0.019469114
11822,-0.019527322
11823,-0.01958827
11824,-0.019652508
11825,-0.01972048
11826,-0.019792574
11827,-0.019869031
11828,-0.019950004
11829,-0.020035477
11830,-0.020125343
11831,-0.020219391
11832,-0.020317225
11833,-0.020418385
11834,-0.02052231
11835,-0.020628417
11836,-0.020736018
11837,-0.02084446
11838,-0.02095316
11839,-0.021061517
11840,-0.021169132
11841,-0.02127572
11842,-0.02138118
11843,-0.0214856
11844,-0.021589361
11845,-0.02169302
11846,-0.02179745
11847,-0.021903723
11848,-0.022013139
11849,-0.022127153
11850,-0.022247357
11851,-0.0223754
11852,-0.02251293
11853,-0.02266148
11854,-0.022822427
11855,-0.022996908
11856,-0.02318565
11857,-0.023389036
11858,-0.023606969
11859,-0.023838855
11860,-0.024083572
11861,-0.02433953
11862,-0.024604663
11863,-0.024876472
11864,-0.025152143
11865,-0.025428671
11866,-0.0257029
11867,-0.025971763
11868,-0.026232306
11869,-0.026481882
11870,-0.026718264
11871,-0.02693975
11872,-0.027145188
11873,-0.027334118
11874,-0.027506687
11875,-0.027663708
11876,-0.027806547
11877,-0.027937083
11878,-0.028057568
11879,-0.028170459
11880,-0.028278353
11881,-0.02838374
11882,-0.028488912
11883,-0.028595762
11884,-0.028705712
11885,-0.028819637
11886,-0.02893771
11887,-0.029059533
11888,-0.029184004
11889,-0.029309478
11890,-0.029433869
11891,-0.029554684
11892,-0.029669294
11893,-0.02977501
11894,-0.029869292
11895,-0.02994993
11896,-0.03001511
11897,-0.030063648
11898,-0.030094977
11899,-0.030109283
11900,-0.030107457
11901,-0.030091133
11902,-0.030062519
11903,-0.030024393
11904,-0.02997991
11905,-0.02993251
11906,-0.029885655
11907,-0.029842753
11908,-0.029806988
11909,-0.02978112
11910,-0.02976741
11911,-0.02976755
11912,-0.029782586
11913,-0.02981289
11914,-0.029858185
11915,-0.029917607
11916,-0.029989786
11917,-0.030072903
11918,-0.030164866
11919,-0.030263375
11920,-0.030366063
11921,-0.030470626
11922,-0.030574901
11923,-0.030676931
11924,-0.030775098
11925,-0.03086804
11926,-0.030954799
11927,-0.031034688
11928,-0.03110739
11929,-0.031172827
11930,-0.031231154
11931,-0.03128275
11932,-0.031328097
11933,-0.03136782
11934,-0.031402536
11935,-0.03143301
11936,-0.031459905
11937,-0.031483993
11938,-0.031506013
11939,-0.031526726
11940,-0.03154689
11941,-0.031567305
11942,-0.031588763
11943,-0.031612
11944,-0.03163783
11945,-0.03166692
11946,-0.031699877
11947,-0.031737097
11948,-0.031778865
11949,-0.031825162
11950,-0.0318757
11951,-0.031929825
11952,-0.03198666
11953,-0.032044817
11954,-0.032102756
11955,-0.032158542
11956,-0.032210115
11957,-0.032255158
11958,-0.032291457
11959,-0.032316785
11960,-0.032329123
11961,-0.032326736
11962,-0.032308325
11963,-0.03227304
11964,-0.03222058
11965,-0.032151166
11966,-0.03206574
11967,-0.031965602
11968,-0.03185267
11969,-0.031729244
11970,-0.031597886
11971,-0.03146139
11972,-0.03132252
11973,-0.031184033
11974,-0.031048434
11975,-0.030917924
11976,-0.030794319
11977,-0.030679025
11978,-0.03057292
11979,-0.030476483
11980,-0.03038973
11981,-0.030312391
11982,-0.03024386
11983,-0.03018345
11984,-0.030130312
11985,-0.030083725
11986,-0.030043023
11987,-0.03000774
11988,-0.029977618
11989,-0.029952625
11990,-0.029932965
11991,-0.029918948
11992,-0.029911017
11993,-0.029909581
11994,-0.029914938
11995,-0.02992718
11996,-0.029946059
11997,-0.02997096
11998,-0.0300008
11999,-0.030034058
12000,-0.03006873
12001,-0.030102424
12002,-0.030132454
12003,-0.030155944
12004,-0.030170009
12005,-0.030171853
12006,-0.030159067
12007,-0.030129641
12008,-0.030082239
12009,-0.030016258
12010,-0.029931923
12011,-0.029830307
12012,-0.029713312
12013,-0.029583635
12014,-0.029444562
12015,-0.029299889
12016,-0.02915368
12017,-0.029010035
12018,-0.028872842
12019,-0.028745586
12020,-0.028631119
12021,-0.028531479
12022,-0.02844777
12023,-0.028380064
12024,-0.028327418
12025,-0.028287904
12026,-0.028258713
12027,-0.028236315
12028,-0.028216686
12029,-0.028195528
12030,-0.028168537
12031,-0.028131621
12032,-0.028081255
12033,-0.028014552
12034,-0.02792949
12035,-0.027825054
12036,-0.027701264
12037,-0.027559133
12038,-0.02740066
12039,-0.02722864
12040,-0.027046496
12041,-0.026858078
12042,-0.026667397
12043,-0.026478386
12044,-0.026294706
12045,-0.026119467
12046,-0.025955094
12047,-0.02580318
12048,-0.025664452
12049,-0.025538715
12050,-0.02542495
12051,-0.025321385
12052,-0.025225688
12053,-0.025135115
12054,-0.02504671
12055,-0.024957577
12056,-0.024865076
12057,-0.024766956
12058,-0.02466157
12059,-0.024547964
12060,-0.024425916
12061,-0.024296004
12062,-0.024159463
12063,-0.024018174
12064,-0.023874465
12065,-0.02373098
12066,-0.023590447
12067,-0.023455549
12068,-0.023328647
12069,-0.023211705
12070,-0.023106098
12071,-0.023012558
12072,-0.022931071
12073,-0.022860963
12074,-0.022800902
12075,-0.022748996
12076,-0.022702947
12077,-0.022660194
12078,-0.022618102
12079,-0.022574127
12080,-0.022525994
12081,-0.022471836
12082,-0.02241033
12083,-0.022340717
12084,-0.022262892
12085,-0.022177365
12086,-0.0220852
12087,-0.021987874
12088,-0.02188722
12089,-0.021785237
12090,-0.021683862
12091,-0.021584902
12092,-0.021489812
12093,-0.021399558
12094,-0.02131452
12095,-0.021234496
12096,-0.021158552
12097,-0.021085154
12098,-0.021012217
12099,-0.020937175
12100,-0.02085715
12101,-0.02076913
12102,-0.020670123
12103,-0.020557392
12104,-0.02042856
12105,-0.020281786
12106,-0.020115914
12107,-0.019930553
12108,-0.019726064
12109,-0.019503657
12110,-0.019265253
12111,-0.019013464
12112,-0.01875142
12113,-0.01848267
12114,-0.018210959
12115,-0.017940046
12116,-0.017673612
12117,-0.017414968
12118,-0.01716697
12119,-0.016931908
12120,-0.01671138
12121,-0.016506292
12122,-0.016316773
12123,-0.016142303
12124,-0.015981676
12125,-0.015833182
12126,-0.015694652
12127,-0.01556368
12128,-0.015437692
12129,-0.015314152
12130,-0.015190663
12131,-0.015065102
12132,-0.014935769
12133,-0.014801414
12134,-0.014661322
12135,-0.014515315
12136,-0.014363778
12137,-0.0142076025
12138,-0.014048143
12139,-0.013887143
12140,-0.01372663
12141,-0.013568847
12142,-0.013416117
12143,-0.013270784
12144,-0.013135052
12145,-0.013011006
12146,-0.012900445
12147,-0.012804869
12148,-0.01272547
12149,-0.012663068
12150,-0.012618133
12151,-0.012590786
12152,-0.012580856
12153,-0.012587857
12154,-0.012611078
12155,-0.012649609
12156,-0.01270237
12157,-0.012768181
12158,-0.012845783
12159,-0.012933868
12160,-0.013031137
12161,-0.013136265
12162,-0.013247971
12163,-0.013365008
12164,-0.013486132
12165,-0.013610155
12166,-0.013735908
12167,-0.013862228
12168,-0.013987974
12169,-0.014111998
12170,-0.014233157
12171,-0.014350294
12172,-0.014462253
12173,-0.014567851
12174,-0.0146659175
12175,-0.014755271
12176,-0.014834724
12177,-0.014903113
12178,-0.014959285
12179,-0.015002123
12180,-0.015030537
12181,-0.0150435055
12182,-0.015040063
12183,-0.015019312
12184,-0.0149804605
12185,-0.014922824
12186,-0.014845837
12187,-0.014749108
12188,-0.014632392
12189,-0.014495645
12190,-0.014339052
12191,-0.014163059
12192,-0.013968336
12193,-0.013755898
12194,-0.013527041
12195,-0.013283361
12196,-0.013026777
12197,-0.01275953
12198,-0.012484126
12199,-0.012203307
12200,-0.0119200535
12201,-0.011637453
12202,-0.011358685
12203,-0.011086914
12204,-0.0108252065
12205,-0.010576422
12206,-0.010343163
12207,-0.010127623
12208,-0.009931574
12209,-0.009756228
12210,-0.009602239
12211,-0.0094696395
12212,-0.009357833
12213,-0.009265631
12214,-0.009191281
12215,-0.009132518
12216,-0.0090866815
12217,-0.009050816
12218,-0.009021799
12219,-0.008996462
12220,-0.008971769
12221,-0.0089449035
12222,-0.008913464
12223,-0.008875506
12224,-0.008829689
12225,-0.008775282
12226,-0.008712258
12227,-0.008641252
12228,-0.008563525
12229,-0.008480909
12230,-0.008395701
12231,-0.008310541
12232,-0.008228284
12233,-0.008151808
12234,-0.008083934
12235,-0.008027192
12236,-0.007983764
12237,-0.007955318
12238,-0.007942948
12239,-0.007947123
12240,-0.0079676565
12241,-0.00800375
12242,-0.008054011
12243,-0.0081165675
12244,-0.008189159
12245,-0.0082692895
12246,-0.008354331
12247,-0.008441704
12248,-0.0085289795
12249,-0.008614015
12250,-0.008695066
12251,-0.008770831
12252,-0.008840515
12253,-0.008903796
12254,-0.00896086
12255,-0.009012267
12256,-0.009058914
12257,-0.009101909
12258,-0.009142441
12259,-0.009181676
12260,-0.009220606
12261,-0.009259939
12262,-0.009300049
12263,-0.009340846
12264,-0.009381787
12265,-0.009421858
12266,-0.009459602
12267,-0.009493202
12268,-0.009520536
12269,-0.009539331
12270,-0.009547248
12271,-0.009542073
12272,-0.009521773
12273,-0.009484681
12274,-0.009429566
12275,-0.0093557155
12276,-0.009262992
12277,-0.009151828
12278,-0.009023227
12279,-0.008878684
12280,-0.008720125
12281,-0.008549826
12282,-0.0083702095
12283,-0.008183816
12284,-0.007993109
12285,-0.0078003677
12286,-0.0076076086
12287,-0.0074164546
12288,-0.007228123
12289,-0.0070433714
12290,-0.006862515
12291,-0.0066854353
12292,-0.0065116854
12293,-0.0063405163
12294,-0.006171009
12295,-0.0060021607
12296,-0.005832993
12297,-0.005662639
12298,-0.005490438
12299,-0.0053159827
12300,-0.005139163
12301,-0.0049601826
12302,-0.0047795335
12303,-0.0045979708
12304,-0.0044164318
12305,-0.0042359903
12306,-0.0040577333
12307,-0.0038827057
12308,-0.0037117943
12309,-0.0035456643
12310,-0.003384694
12311,-0.0032289322
12312,-0.0030780719
12313,-0.0029314656
12314,-0.002788149
12315,-0.002646886
12316,-0.0025062533
12317,-0.0023647032
12318,-0.0022206688
12319,-0.0020726456
12320,-0.0019192768
12321,-0.0017594333
12322,-0.00159227
12323,-0.0014172583
12324,-0.0012342144
12325,-0.001043288
12326,-0.0008449399
12327,-0.0006398958
12328,-0.00042908982
12329,-0.00021359294
12330,5.4570014e-06
12331,0.0002269276
12332,0.0004497594
12333,0.0006730212
12334,0.00089594605
12335,0.0011179575
12336,0.001338675
12337,0.0015579019
12338,0.0017756028
12339,0.001991862
12340,0.0022068438
12341,0.0024207344
12342,0.002633712
12343,0.0028458955
12344,0.0030573197
12345,0.0032679196
12346,0.0034775261
12347,0.0036858895
12348,0.0038927018
12349,0.004097635
12350,0.004300401
12351,0.00450079
12352,0.004698723
12353,0.004894309
12354,0.005087857
12355,0.005279896
12356,0.005471175
12357,0.0056626354
12358,0.005855372
12359,0.0060505588
12360,0.0062493877
12361,0.0064529683
12362,0.0066622472
12363,0.0068779103
12364,0.0071003195
12365,0.0073294337
12366,0.007564777
12367,0.0078054275
12368,0.008050036
12369,0.008296855
12370,0.008543847
12371,0.008788742
12372,0.0090291845
12373,0.009262886
12374,0.009487719
12375,0.009701878
12376,0.009904012
12377,0.010093311
12378,0.010269585
12379,0.010433296
12380,0.010585592
12381,0.010728248
12382,0.010863579
12383,0.01099438
12384,0.011123763
12385,0.011254974
12386,0.011391296
12387,0.011535807
12388,0.01169128
12389,0.011860009
12390,0.012043702
12391,0.012243406
12392,0.012459466
12393,0.0126915295
12394,0.012938561
12395,0.013198962
12396,0.013470627
12397,0.013751141
12398,0.014037884
12399,0.014328198
12400,0.01461957
12401,0.01490972
12402,0.01519678
12403,0.015479332
12404,0.015756475
12405,0.016027875
12406,0.016293647
12407,0.01655443
12408,0.016811179
12409,0.01706511
12410,0.017317543
12411,0.0175698
12412,0.017822996
12413,0.01807799
12414,0.01833527
12415,0.018594809
12416,0.018856088
12417,0.019118069
12418,0.019379215
12419,0.019637544
12420,0.019890731
12421,0.020136222
12422,0.020371351
12423,0.020593518
12424,0.020800287
12425,0.020989534
12426,0.021159537
12427,0.021309115
12428,0.021437658
12429,0.021545138
12430,0.021632163
12431,0.021699866
12432,0.021749912
12433,0.02178437
12434,0.021805624
12435,0.021816244
12436,0.021818887
12437,0.02181616
12438,0.021810532
12439,0.021804212
12440,0.021799134
12441,0.021796867
12442,0.021798572
12443,0.02180507
12444,0.021816783
12445,0.021833852
12446,0.021856096
12447,0.02188313
12448,0.021914406
12449,0.021949291
12450,0.02198707
12451,0.02202704
12452,0.02206851
12453,0.022110792
12454,0.022153279
12455,0.022195352
12456,0.02223642
12457,0.02227584
12458,0.022312967
12459,0.022347046
12460,0.022377267
12461,0.022402685
12462,0.022422308
12463,0.022435065
12464,0.022439802
12465,0.0224354
12466,0.022420794
12467,0.022395004
12468,0.022357259
12469,0.022307057
12470,0.022244139
12471,0.022168647
12472,0.022081083
12473,0.021982335
12474,0.021873727
12475,0.021756904
12476,0.021633824
12477,0.021506684
12478,0.021377843
12479,0.021249712
12480,0.02112462
12481,0.021004753
12482,0.020892007
12483,0.020787902
12484,0.020693539
12485,0.020609476
12486,0.020535756
12487,0.0204719
12488,0.020416845
12489,0.02036911
12490,0.020326814
12491,0.020287743
12492,0.020249564
12493,0.020209836
12494,0.0201662
12495,0.020116534
12496,0.02005899
12497,0.019992163
12498,0.01991514
12499,0.019827565
12500,0.019729648
12501,0.019622197
12502,0.019506514
12503,0.019384421
12504,0.019258054
12505,0.019129865
12506,0.019002395
12507,0.018878203
12508,0.01875968
12509,0.01864895
12510,0.018547714
12511,0.018457165
12512,0.018377934
12513,0.018309956
12514,0.018252557
12515,0.018204384
12516,0.018163526
12517,0.01812752
12518,0.018093525
12519,0.018058393
12520,0.018018879
12521,0.017971708
12522,0.017913869
12523,0.0178426
12524,0.01775567
12525,0.017651442
12526,0.017528918
12527,0.017387867
12528,0.017228855
12529,0.017053181
12530,0.016862836
12531,0.016660497
12532,0.016449327
12533,0.016232895
12534,0.016015023
12535,0.015799563
12536,0.015590285
12537,0.015390715
12538,0.015203938
12539,0.015032512
12540,0.014878344
12541,0.0147426
12542,0.014625728
12543,0.014527394
12544,0.014446548
12545,0.014381496
12546,0.014329982
12547,0.014289332
12548,0.014256602
12549,0.014228721
12550,0.014202642
12551,0.014175518
12552,0.014144828
12553,0.014108508
12554,0.014065028
12555,0.014013482
12556,0.013953601
12557,0.013885769
12558,0.013810973
12559,0.013730766
12560,0.013647153
12561,0.013562509
12562,0.013479443
12563,0.013400669
12564,0.0133288875
12565,0.013266689
12566,0.01321637
12567,0.013179939
12568,0.013158985
12569,0.01315464
12570,0.013167598
12571,0.013198082
12572,0.0132458825
12573,0.013310423
12574,0.013390774
12575,0.0134857735
12576,0.013594072
12577,0.013714202
