tv,radio,social_media,influencer,sales
36000.0,17033.55,4427.63,Macro,130996.08
24000.0,894.52,1024.99,Micro,85811.65
80000.0,25704.76,2284.9,Mega,281541.46
39000.0,17297.12,2141.65,Nano,135364.4
14000.0,3443.83,82.93,Mega,52360.98
75000.0,32438.62,4859.32,Micro,269533.61
37000.0,6128.44,1455.54,Mega,130217.27
38000.0,17843.12,2009.78,Micro,130370.88
12000.0,6233.07,3695.36,Macro,45074.83
80000.0,26196.52,5181.13,Mega,286770.11
91000.0,24925.55,4999.09,Mega,322301.44
27000.0,14944.11,1452.69,Nano,98652.62
75000.0,23680.42,3618.13,Micro,266369.03
41000.0,19969.57,4491.04,Nano,148258.64
20000.0,6870.16,5127.57,Nano,69697.82
11000.0,11853.94,3008.45,Macro,37706.53
67000.0,18140.53,1952.5,Mega,239170.89
82000.0,31185.86,7488.03,Mega,291314.67
46000.0,14392.38,1240.4,Micro,162900.14
67000.0,15962.3,4823.87,Mega,235938.76
21000.0,8228.73,1595.73,Mega,72916.45
48000.0,15839.64,5286.1,Mega,170448.63
36000.0,8338.7,1453.64,Mega,133270.19
95000.0,26723.54,3600.53,Mega,333922.52
73000.0,23512.63,5371.99,Micro,265896.64
64000.0,10703.0,2756.14,Macro,231734.87
25000.0,7100.09,1593.69,Macro,89810.16
42000.0,6409.45,3618.96,Mega,144051.5
47000.0,17549.14,3593.25,Nano,166124.1
81000.0,27013.93,4050.4,Macro,284788.72
37000.0,7753.85,646.9,Nano,128577.54
43000.0,22074.96,3662.35,Mega,153064.91
64000.0,18106.14,3746.01,Mega,222341.93
50000.0,24234.28,3802.23,Nano,172796.82
85000.0,17928.15,2125.62,Mega,305383.28
37000.0,14826.09,5056.45,Mega,133966.5
87000.0,36781.45,5944.54,Micro,310006.47
94000.0,39221.2,10420.85,Mega,336888.41
88000.0,28328.12,2466.93,Nano,313048.27
10000.0,2298.25,2435.48,Mega,33591.45
24000.0,14684.12,975.86,Micro,87865.03
38000.0,11250.14,3183.2,Micro,134587.11
99000.0,38263.67,3918.18,Mega,348837.59
33000.0,22703.38,2302.99,Mega,118874.05
57000.0,24073.76,3314.48,Mega,208183.39
72000.0,14317.31,1755.86,Mega,256170.56
29000.0,11922.71,6033.39,Nano,103874.41
40000.0,21842.97,4621.47,Micro,147424.59
17000.0,5002.42,3007.19,Micro,59243.6
96000.0,33166.91,4802.68,Mega,345054.35
46000.0,17921.3,2374.45,Nano,167475.67
57000.0,17265.53,3183.22,Mega,205651.7
36000.0,16016.64,2893.22,Nano,126177.63
42000.0,9457.62,1857.78,Macro,150882.74
90000.0,29096.9,6041.62,Macro,322836.33
18000.0,8254.89,3241.75,Macro,62388.69
51000.0,20695.9,7122.48,Nano,179782.49
28000.0,15027.99,2260.93,Nano,94771.43
44000.0,11909.5,3863.59,Mega,152220.03
18000.0,544.77,584.8,Micro,61928.42
38000.0,12068.43,851.56,Macro,133295.23
65000.0,18470.27,3450.91,Macro,230445.23
33000.0,13380.02,5391.6,Macro,113680.71
74000.0,25855.26,5046.78,Macro,260979.01
21000.0,4981.47,3017.01,Nano,75362.15
74000.0,29345.5,3295.65,Nano,262012.44
40000.0,10838.22,3212.55,Macro,143382.09
94000.0,30972.75,3950.37,Macro,336602.3
75000.0,24569.62,3306.95,Micro,261289.45
61000.0,18976.9,2309.44,Mega,215391.35
92000.0,35311.86,5238.63,Nano,329031.2
99000.0,33899.27,7955.18,Macro,352899.96
68000.0,26214.74,5257.85,Micro,237886.0
42000.0,19995.6,4136.1,Macro,145734.7
63000.0,16529.49,3351.42,Micro,223695.06
75000.0,28808.84,6731.95,Mega,268791.68
15000.0,17878.53,6684.45,Macro,50735.6
49000.0,21105.67,7209.66,Mega,170045.74
66000.0,18927.35,7016.31,Nano,232620.53
31000.0,6900.11,742.4,Nano,111826.88
56000.0,20745.99,4241.66,Macro,202986.19
54000.0,20111.78,3804.18,Micro,194129.17
60000.0,12234.06,1659.74,Micro,214191.75
35000.0,5121.27,875.16,Mega,122823.66
50000.0,8412.3,3642.78,Micro,177128.4
37000.0,14428.98,246.28,Macro,131292.09
39000.0,13632.85,2890.44,Micro,136801.92
28000.0,18404.92,2688.17,Nano,102388.62
87000.0,26928.71,550.21,Macro,306988.47
61000.0,23909.85,5372.98,Macro,218092.67
40000.0,8588.41,3068.65,Micro,140161.55
79000.0,27506.7,7241.43,Macro,285480.05
11000.0,216.1,753.24,Mega,41396.52
80000.0,27512.36,1032.77,Nano,283416.97
11000.0,491.15,1505.06,Micro,34933.0
94000.0,34158.61,5820.74,Micro,330640.84
84000.0,25047.83,3111.01,Micro,295496.38
21000.0,7046.41,56.05,Macro,72075.42
16000.0,10327.55,1406.56,Micro,57409.85
71000.0,20849.41,2469.89,Mega,253462.26
27000.0,975.33,409.36,Nano,88804.02
59000.0,28887.86,5388.4,Micro,207330.28
22000.0,13153.37,3584.62,Nano,79697.77
65000.0,21078.36,3607.06,Mega,232276.18
28000.0,3306.78,2690.66,Macro,99484.25
49000.0,14873.97,1638.3,Macro,174200.19
61000.0,20004.47,6081.97,Mega,220106.83
72000.0,24681.22,6002.45,Nano,256037.2
27000.0,8158.78,1846.25,Macro,100277.11
50000.0,12394.92,742.94,Mega,176928.11
79000.0,33690.96,7889.35,Micro,279691.83
57000.0,17731.27,1135.95,Micro,200108.05
49000.0,16398.77,1569.72,Macro,171330.63
20000.0,9578.54,2142.0,Mega,72311.56
59000.0,8856.14,3232.47,Nano,214291.66
51000.0,16745.09,1373.29,Micro,184895.01
65000.0,29069.08,3380.97,Mega,234378.09
54000.0,9421.72,760.33,Macro,190049.08
30000.0,11265.68,144.12,Mega,102471.21
47000.0,9266.87,4040.01,Mega,164638.1
73000.0,22370.31,171.15,Nano,257672.78
94000.0,29895.01,6500.13,Macro,333700.74
10000.0,6492.42,1307.75,Micro,34046.36
19000.0,2477.59,5557.08,Nano,68631.76
79000.0,19576.07,4326.34,Macro,279414.44
94000.0,40381.4,5408.0,Macro,331444.61
65000.0,23881.51,2832.26,Nano,228577.41
80000.0,33317.79,5062.06,Micro,284024.82
24000.0,9255.56,3540.82,Micro,85372.72
35000.0,5785.76,3368.53,Mega,127221.3
27000.0,8720.24,1051.24,Micro,100641.57
98000.0,34156.33,6982.95,Micro,347830.55
45000.0,6134.13,2619.11,Macro,160398.15
29000.0,15475.4,4828.72,Mega,106346.83
100000.0,41153.81,4316.6,Macro,353617.95
99000.0,28766.71,5585.1,Macro,352317.91
16000.0,17756.61,4547.85,Micro,55403.69
51000.0,14849.56,6545.39,Micro,181661.6
66000.0,22158.56,2197.68,Macro,234328.81
41000.0,12997.94,3006.7,Micro,147386.76
35000.0,12146.3,1992.38,Mega,122957.78
99000.0,37468.22,7194.4,Macro,349496.17
15000.0,10410.32,1834.64,Micro,51786.1
99000.0,29852.52,9316.56,Nano,353445.89
72000.0,26939.97,2332.44,Macro,257180.46
15000.0,2797.29,4838.87,Nano,48861.15
13000.0,3220.67,2446.24,Nano,45231.35
61000.0,17071.17,3800.92,Nano,222596.38
31000.0,9170.03,1012.18,Nano,110582.5
58000.0,15241.39,114.19,Macro,209148.99
16000.0,7327.7,3236.22,Macro,58137.98
54000.0,14058.05,1497.13,Macro,195769.42
90000.0,32989.08,5114.3,Macro,321266.61
12000.0,683.48,765.88,Micro,43579.12
59000.0,24662.95,4291.87,Micro,209187.67
17000.0,11166.75,2370.88,Macro,63487.94
60000.0,23537.3,4940.35,Micro,213910.79
17000.0,5114.3,260.75,Mega,61813.94
25000.0,6831.11,1051.65,Micro,94288.9
32000.0,4012.13,427.11,Nano,112203.54
47000.0,20277.55,747.9,Macro,169887.53
57000.0,20461.56,5264.91,Micro,197185.84
48000.0,13689.68,3947.5,Mega,173098.44
21000.0,14441.37,342.02,Micro,74216.49
27000.0,9569.82,2216.6,Mega,97360.12
90000.0,36551.51,9883.18,Mega,317576.62
23000.0,1119.93,2024.29,Micro,84370.02
18000.0,2609.4,55.43,Nano,62005.27
12000.0,2433.25,2478.69,Micro,42771.25
81000.0,25709.16,5579.52,Nano,290586.07
60000.0,20653.64,3097.76,Micro,210892.46
93000.0,29306.09,2303.33,Micro,327771.08
47000.0,18855.97,2305.72,Micro,167636.71
10000.0,8939.08,1008.13,Micro,34101.89
55000.0,20187.01,5001.96,Mega,197671.25
78000.0,37598.09,5780.04,Micro,277092.95
80000.0,26987.91,3081.28,Macro,284726.28
95000.0,33320.69,3488.54,Macro,340949.82
51000.0,16949.75,1348.3,Mega,176006.84
70000.0,24905.07,2458.07,Micro,249410.7
83000.0,31838.83,3848.93,Micro,292024.71
70000.0,20741.54,4512.39,Mega,243500.82
92000.0,36902.54,7630.97,Nano,326229.64
71000.0,17147.96,3407.46,Macro,255971.63
16000.0,12547.87,2389.34,Mega,60383.58
89000.0,26702.69,3575.56,Micro,315900.32
61000.0,20197.29,1344.45,Micro,214740.7
51000.0,20147.43,4116.82,Nano,178593.57
57000.0,20717.69,2663.3,Micro,209028.95
37000.0,20045.64,3793.81,Mega,132209.19
16000.0,4597.25,1669.25,Micro,56075.68
17000.0,6151.25,1483.99,Macro,60762.29
43000.0,13995.01,845.06,Nano,152424.11
36000.0,7083.96,1081.62,Nano,124133.21
89000.0,23720.64,690.47,Mega,321323.02
33000.0,16106.64,423.79,Mega,116489.73
98000.0,34412.26,1939.97,Macro,352380.33
16000.0,8303.41,2058.52,Micro,52878.85
60000.0,19171.43,4820.07,Macro,211203.69
40000.0,12168.97,1785.03,Micro,140914.0
62000.0,16087.79,5060.16,Macro,215729.76
26000.0,10813.85,2310.88,Micro,95280.65
68000.0,21288.76,3213.25,Nano,239413.66
85000.0,24748.37,2607.54,Micro,306420.67
59000.0,16646.74,6234.79,Mega,210121.51
62000.0,24931.53,5478.96,Nano,216936.53
60000.0,21119.99,5703.03,Macro,209326.83
77000.0,28853.81,6217.75,Micro,279765.55
79000.0,30018.19,4184.2,Micro,283594.39
58000.0,20504.08,3431.36,Mega,208959.21
100000.0,34369.13,5773.97,Mega,358897.56
80000.0,23954.63,3203.46,Micro,283781.29
15000.0,9047.57,1340.01,Micro,57405.32
73000.0,20746.51,1918.56,Macro,262866.19
84000.0,34984.57,11260.43,Macro,301493.12
41000.0,9556.85,1356.01,Micro,139905.35
96000.0,29649.12,5091.72,Macro,343114.42
97000.0,28724.55,6334.77,Mega,348109.65
59000.0,20682.93,1912.71,Nano,209284.8
60000.0,14316.12,3134.43,Macro,215455.78
49000.0,17821.59,2732.13,Mega,175897.98
23000.0,10212.42,104.24,Micro,83197.18
76000.0,24458.54,4009.27,Nano,266413.77
38000.0,8062.97,2409.35,Macro,132314.28
24000.0,2353.89,1093.83,Nano,81699.58
83000.0,20315.68,1682.34,Macro,298706.4
53000.0,16563.33,3969.57,Micro,189932.49
33000.0,8183.95,147.17,Nano,114203.93
33000.0,19337.48,742.52,Nano,114036.9
93000.0,31247.81,7638.07,Macro,331006.23
61000.0,22697.16,6146.14,Micro,216036.48
67000.0,21501.16,2810.21,Mega,236182.11
49000.0,8283.16,1257.29,Mega,177443.69
90000.0,20404.29,2217.79,Nano,322221.0
69000.0,17027.51,3249.83,Nano,244853.25
22000.0,7789.76,288.51,Mega,79850.54
55000.0,20694.86,3953.57,Nano,192682.49
68000.0,16674.83,1329.46,Macro,242989.89
77000.0,27159.25,6883.56,Nano,275957.91
70000.0,25923.97,4101.0,Macro,249048.57
28000.0,17017.37,3049.29,Micro,98527.68
32000.0,11955.66,3206.33,Nano,115616.93
83000.0,36004.29,6299.89,Nano,295281.18
39000.0,16430.39,629.93,Micro,140282.01
94000.0,37633.4,3593.9,Mega,337850.07
39000.0,14857.52,4283.92,Mega,142924.89
48000.0,17881.46,76.06,Macro,169227.8
83000.0,29048.91,1976.05,Nano,287244.69
98000.0,34763.07,3207.63,Micro,347244.93
73000.0,26575.64,2874.4,Nano,260183.92
47000.0,13396.22,4181.49,Mega,164760.79
59000.0,17213.77,3625.66,Micro,213977.66
43000.0,13781.07,1250.24,Mega,150938.61
66000.0,23443.6,3951.21,Mega,237762.91
10000.0,6171.3,2248.7,Mega,37099.21
54000.0,13817.09,2491.41,Mega,193090.12
24000.0,13022.18,776.76,Macro,84819.24
52000.0,20829.11,3906.48,Nano,182748.73
77000.0,27599.73,5084.56,Mega,277719.46
61000.0,20217.23,6875.92,Nano,216681.15
88000.0,38864.35,2621.42,Nano,311114.69
92000.0,30299.46,5942.15,Nano,328349.18
36000.0,16530.25,2138.83,Mega,125610.16
84000.0,26012.82,3027.27,Macro,303196.42
94000.0,31266.99,5332.79,Mega,339190.2
91000.0,36100.44,4332.06,Micro,319905.64
21000.0,11110.3,1609.82,Nano,84624.06
70000.0,18755.38,4499.5,Micro,256242.88
84000.0,30189.98,3433.26,Nano,302092.9
24000.0,10793.56,2557.92,Mega,79268.64
83000.0,32790.11,10243.73,Mega,296812.24
13000.0,7444.38,5103.53,Nano,44050.97
21000.0,7578.23,1031.61,Nano,76599.22
100000.0,31739.05,6530.42,Macro,353251.33
76000.0,23595.7,4519.11,Micro,267740.28
67000.0,32882.73,3497.7,Nano,241394.58
73000.0,24188.01,5899.74,Nano,264221.83
25000.0,12018.41,4143.64,Macro,86434.56
23000.0,17777.31,3588.29,Nano,79418.89
11000.0,8572.13,3802.58,Macro,40677.45
36000.0,20380.98,3928.35,Nano,123425.97
97000.0,38172.73,5546.78,Micro,347765.94
55000.0,14157.25,3449.24,Micro,201996.1
11000.0,2608.13,2573.89,Micro,42183.15
46000.0,24517.57,1461.14,Macro,162782.4
32000.0,3117.86,1381.99,Macro,113459.37
74000.0,25116.54,5846.6,Mega,261974.8
14000.0,12395.64,1908.13,Nano,58531.57
64000.0,22466.17,7150.09,Nano,233015.47
66000.0,22330.7,4741.69,Macro,236081.5
19000.0,3562.33,1729.92,Nano,62194.23
50000.0,22486.56,4686.64,Macro,170814.52
47000.0,20820.16,3598.79,Mega,165785.65
46000.0,19467.02,1145.52,Micro,162152.17
50000.0,16681.28,1258.52,Nano,174803.98
89000.0,31556.85,6639.29,Micro,316176.94
97000.0,34467.96,4088.16,Nano,347589.13
53000.0,5856.62,2762.13,Nano,190619.28
45000.0,15442.15,1161.45,Macro,160990.81
28000.0,9812.92,369.97,Mega,101438.66
53000.0,24636.74,3396.34,Macro,186807.81
78000.0,30782.63,4327.26,Nano,273611.31
93000.0,23771.64,3688.21,Nano,334871.74
100000.0,32572.75,5430.99,Micro,355329.72
10000.0,4693.66,2156.24,Macro,34566.79
45000.0,12900.65,843.24,Macro,164339.05
65000.0,24955.57,3886.57,Micro,231365.85
53000.0,19890.62,3079.47,Nano,188151.18
43000.0,6898.25,646.1,Nano,154399.11
28000.0,7191.05,32.59,Nano,98733.33
70000.0,20912.79,4007.21,Mega,247903.7
16000.0,8511.22,2605.97,Mega,56433.14
80000.0,21661.32,4286.28,Micro,284979.56
52000.0,14686.22,3854.73,Mega,183914.53
81000.0,24532.15,5363.19,Nano,284429.7
79000.0,29274.54,1791.24,Nano,278783.04
96000.0,27982.83,3500.55,Nano,348437.74
40000.0,19946.95,4409.94,Nano,144876.59
69000.0,27082.77,3996.89,Mega,243807.8
13000.0,1067.3,825.31,Macro,45406.62
14000.0,3047.95,998.48,Mega,46487.88
70000.0,22027.97,5556.1,Macro,247972.59
67000.0,18276.04,2348.79,Micro,237759.58
30000.0,22466.89,4616.53,Micro,104444.67
56000.0,16762.14,5648.0,Mega,196437.92
50000.0,24058.32,4741.1,Nano,173284.26
45000.0,13485.33,5942.78,Nano,157881.48
96000.0,31032.18,2172.38,Mega,339210.39
82000.0,26532.77,4872.16,Mega,295933.35
19000.0,13685.2,2216.93,Macro,61633.07
33000.0,16588.69,2016.1,Macro,121086.35
76000.0,28313.42,5173.77,Micro,266327.87
67000.0,13830.78,2900.03,Mega,236306.85
11000.0,4952.0,7309.02,Macro,40141.05
55000.0,10297.24,1365.03,Mega,188667.48
89000.0,32280.81,4606.43,Mega,311433.55
66000.0,30511.05,2625.73,Micro,232994.85
22000.0,1551.59,486.13,Macro,80973.46
88000.0,26712.16,5834.04,Mega,308059.85
63000.0,18071.61,4009.6,Macro,222395.17
89000.0,18426.31,3158.67,Macro,316314.86
98000.0,32985.29,3891.73,Micro,351053.58
47000.0,7903.49,1551.58,Micro,173589.61
43000.0,12116.27,4173.0,Macro,152048.35
61000.0,24685.51,5222.38,Macro,218986.08
51000.0,30893.21,7389.87,Micro,175989.03
93000.0,32538.46,5331.9,Macro,333932.42
37000.0,16500.01,3138.41,Macro,130758.89
21000.0,7771.73,2075.97,Micro,73395.8
42000.0,8922.97,2254.83,Nano,143856.23
88000.0,20724.82,4321.57,Nano,314829.54
59000.0,25196.4,3404.12,Macro,209364.53
35000.0,7868.48,67.32,Mega,121813.87
72000.0,22665.67,5289.22,Micro,257115.88
47000.0,22381.67,2322.28,Mega,166060.31
80000.0,32200.84,5583.02,Micro,282617.84
26000.0,4545.11,2852.4,Macro,93015.39
51000.0,16573.49,928.13,Macro,189920.3
90000.0,14395.99,895.65,Nano,323134.74
78000.0,28117.06,4280.69,Micro,278762.03
70000.0,19833.5,2169.13,Nano,247592.14
77000.0,21523.22,3905.08,Nano,273467.67
85000.0,32165.06,5313.5,Mega,299831.78
50000.0,29055.58,6136.7,Macro,177323.89
11000.0,10032.6,684.49,Nano,38695.56
73000.0,23166.29,4273.92,Mega,257668.11
26000.0,13891.9,2393.6,Micro,90677.92
72000.0,25654.29,6396.46,Mega,250666.94
66000.0,25806.16,5848.91,Micro,236031.31
70000.0,14414.62,1874.67,Mega,249998.5
79000.0,28544.48,4952.88,Nano,277361.87
76000.0,27796.46,3915.79,Macro,270355.1
21000.0,13850.32,2900.44,Mega,73830.87
49000.0,10811.67,3056.31,Macro,174514.23
90000.0,32756.42,1581.85,Macro,321747.88
15000.0,8240.9,4207.68,Nano,54813.34
27000.0,11584.24,2547.68,Macro,95491.15
24000.0,6688.83,1043.34,Mega,83990.1
28000.0,5930.54,861.04,Macro,103162.83
75000.0,22719.08,3566.56,Micro,265794.89
58000.0,15690.87,3143.85,Micro,204406.34
18000.0,10752.29,1832.89,Nano,59793.4
25000.0,5717.31,126.47,Micro,91032.15
43000.0,17269.24,2668.72,Micro,156493.12
41000.0,15399.31,1168.4,Mega,150258.85
61000.0,11512.53,2793.35,Macro,220165.07
11000.0,3781.89,1888.2,Nano,41637.5
46000.0,15734.25,3670.68,Mega,160467.58
42000.0,11956.27,1748.79,Micro,148922.0
77000.0,21620.8,3571.58,Nano,271547.4
78000.0,15734.87,509.43,Macro,281906.86
32000.0,7801.08,1758.76,Nano,113398.94
75000.0,25263.25,2504.47,Nano,267236.0
22000.0,10906.59,283.13,Mega,80509.89
79000.0,28862.86,1487.85,Nano,283111.55
49000.0,7870.96,4867.66,Micro,176128.25
66000.0,22465.43,283.37,Mega,236171.91
47000.0,9721.11,881.84,Macro,167977.03
96000.0,38090.39,4942.82,Macro,345780.68
42000.0,16050.77,1614.35,Macro,147555.42
33000.0,12522.23,56.34,Micro,119023.38
40000.0,13194.01,3892.13,Micro,139938.13
69000.0,21858.79,3273.59,Mega,246761.45
50000.0,18939.68,2457.4,Micro,176972.91
17000.0,10328.93,224.9,Micro,63358.31
39000.0,14378.71,2671.23,Micro,138751.83
34000.0,18845.27,6501.07,Micro,123002.49
23000.0,15985.58,6713.2,Macro,82145.74
68000.0,19896.09,3691.37,Nano,243568.15
68000.0,29499.96,3520.46,Mega,242827.86
49000.0,21109.4,4247.45,Macro,171189.16
30000.0,10553.03,818.14,Macro,105299.27
29000.0,4952.17,15.18,Macro,104902.37
43000.0,16400.9,5537.22,Nano,151149.46
92000.0,33306.26,5365.26,Macro,332139.48
87000.0,22972.22,569.87,Nano,306445.53
74000.0,19753.74,4996.98,Macro,257863.33
83000.0,29627.79,4967.05,Micro,296540.49
18000.0,12963.12,910.27,Macro,66708.87
40000.0,18448.27,2240.24,Mega,141614.42
47000.0,17605.87,2785.14,Macro,163352.67
100000.0,35083.2,6750.89,Mega,353128.71
22000.0,12205.77,209.63,Macro,82873.5
22000.0,4631.88,1714.05,Micro,78109.14
97000.0,32814.99,6469.14,Mega,347146.01
59000.0,18736.94,4166.43,Nano,210688.64
34000.0,6288.52,784.94,Mega,118717.56
78000.0,27180.68,3462.78,Mega,276014.03
44000.0,13791.94,4325.96,Macro,155787.44
20000.0,12912.76,141.23,Micro,66201.89
22000.0,8539.96,1726.21,Micro,81243.94
56000.0,12414.64,671.22,Nano,196594.51
81000.0,32462.76,7394.59,Micro,282471.47
34000.0,14419.91,3449.97,Micro,119967.55
25000.0,1439.4,476.6,Mega,90931.93
95000.0,30798.11,4432.04,Macro,338149.55
57000.0,11270.78,489.08,Nano,202364.3
99000.0,30331.18,6874.9,Micro,349063.23
78000.0,26718.15,3363.13,Mega,279229.2
42000.0,3554.83,175.41,Nano,147774.83
16000.0,14116.05,2421.05,Micro,56110.37
77000.0,26859.28,4954.59,Macro,274572.01
24000.0,12909.03,4127.05,Macro,84230.63
28000.0,6029.83,4226.55,Mega,95392.93
34000.0,16548.98,2507.6,Micro,118125.74
10000.0,3795.39,87.05,Mega,33775.79
84000.0,21846.51,1464.67,Macro,303300.98
25000.0,10148.84,4178.69,Nano,90826.26
71000.0,9960.78,563.44,Mega,255847.94
13000.0,7548.72,881.17,Nano,46007.75
26000.0,11430.92,1637.09,Nano,91221.24
96000.0,27051.58,2847.94,Nano,339687.96
16000.0,2181.14,316.36,Nano,56189.92
59000.0,18350.68,1831.14,Micro,214269.12
37000.0,18373.5,4085.72,Mega,136209.06
12000.0,1578.92,4637.68,Nano,41700.68
86000.0,40557.2,3490.64,Micro,307832.23
68000.0,18751.19,4596.95,Micro,245237.77
89000.0,25725.22,2967.4,Micro,317003.3
16000.0,364.45,471.87,Micro,56768.94
52000.0,18227.75,1464.24,Macro,184405.22
21000.0,12140.48,2424.12,Mega,75128.91
80000.0,21659.22,185.14,Micro,283853.9
93000.0,33446.12,6737.93,Macro,330768.32
36000.0,11743.23,1380.87,Mega,130105.23
96000.0,32576.33,4849.64,Nano,343006.54
73000.0,19183.75,3345.83,Mega,262281.29
80000.0,26508.57,441.11,Mega,284935.47
68000.0,17305.22,3579.89,Micro,241325.35
87000.0,26286.86,1777.65,Nano,307390.1
66000.0,20438.3,2097.02,Nano,236158.71
64000.0,22236.88,5397.88,Mega,225082.7
94000.0,27442.77,2375.62,Micro,336004.9
84000.0,34759.86,7786.33,Micro,301566.46
61000.0,19813.27,733.18,Mega,217339.95
69000.0,16140.52,3698.54,Micro,246409.2
94000.0,27639.23,3796.99,Nano,336904.72
42000.0,13766.52,1667.91,Macro,149334.2
32000.0,8307.83,3835.01,Micro,112929.84
18000.0,24484.26,5258.96,Macro,64917.13
96000.0,33246.53,3953.01,Macro,343302.67
89000.0,20869.81,7882.76,Nano,311545.88
53000.0,21222.23,3976.83,Micro,186613.25
62000.0,13683.65,2722.71,Micro,223622.44
85000.0,32114.78,6307.49,Nano,304555.92
100000.0,29610.9,4297.27,Mega,355411.33
28000.0,13441.88,5166.03,Nano,101213.19
50000.0,22295.54,2821.39,Nano,176294.09
26000.0,10270.52,1711.64,Mega,96788.64
40000.0,5283.8,56.52,Nano,137119.11
22000.0,11868.61,222.56,Macro,78822.72
39000.0,21752.34,6362.99,Nano,139528.95
97000.0,39727.2,5700.07,Micro,345400.24
15000.0,11653.46,419.26,Nano,57627.22
42000.0,6574.75,1906.42,Mega,146444.49
60000.0,29914.67,7566.09,Macro,213232.03
39000.0,16880.6,4300.45,Mega,134581.99
59000.0,21732.27,1164.41,Nano,213546.22
13000.0,1785.75,1150.82,Macro,44242.12
85000.0,26312.63,3527.46,Mega,301290.59
93000.0,14971.53,4950.84,Nano,330152.38
39000.0,19772.58,1932.4,Nano,133883.0
24000.0,15578.23,613.99,Macro,78674.77
40000.0,6840.43,2211.28,Micro,141114.89
94000.0,30740.82,1325.99,Micro,335527.95
29000.0,8594.47,6259.99,Macro,105273.3
75000.0,23215.83,2823.4,Macro,267108.2
85000.0,30885.93,2762.63,Macro,297121.01
51000.0,15570.83,4419.48,Mega,181365.91
37000.0,16228.96,1856.52,Nano,136573.13
18000.0,10611.28,2088.64,Nano,64967.4
13000.0,1132.16,2182.92,Mega,44563.31
90000.0,29891.63,7445.37,Macro,316022.71
38000.0,10628.08,4223.89,Nano,136930.0
89000.0,31344.57,5531.73,Micro,313838.46
26000.0,4561.39,1791.09,Micro,90850.86
92000.0,31098.59,5451.93,Mega,328209.16
60000.0,19563.82,3911.59,Mega,213841.87
67000.0,15843.88,274.85,Micro,242932.24
91000.0,29302.89,2054.14,Mega,324202.6
15000.0,3367.65,817.35,Micro,52829.0
82000.0,27947.78,2390.36,Mega,293580.97
51000.0,12962.22,1307.51,Micro,182028.79
53000.0,24255.94,3567.09,Micro,188784.95
47000.0,11503.18,2519.34,Nano,162315.61
34000.0,10924.82,2761.08,Nano,120448.08
70000.0,27825.06,7517.23,Mega,251837.38
85000.0,22070.46,558.26,Mega,302918.99
53000.0,15786.35,1018.86,Macro,193023.92
57000.0,16932.77,570.01,Mega,205320.97
93000.0,27054.47,5748.86,Micro,328674.0
52000.0,19521.4,5296.02,Macro,188037.47
92000.0,30330.52,6592.4,Macro,329550.65
25000.0,10332.2,1864.73,Macro,85801.46
83000.0,23744.03,3853.4,Macro,298184.3
12000.0,8674.41,2760.25,Mega,42188.48
58000.0,19312.66,7152.38,Macro,205850.16
84000.0,25521.12,6982.2,Micro,303941.79
49000.0,11185.66,1117.54,Nano,174947.98
17000.0,5915.59,3679.59,Nano,57354.29
58000.0,14391.78,1226.27,Micro,207695.57
46000.0,12804.59,403.18,Macro,162916.83
49000.0,14016.64,804.73,Mega,178601.66
86000.0,24117.31,7885.15,Micro,297417.98
82000.0,31272.16,7156.2,Mega,292800.01
46000.0,16336.81,2608.25,Nano,164119.85
43000.0,15188.57,760.14,Macro,153603.41
45000.0,19521.13,5018.55,Mega,159639.58
39000.0,9711.79,4085.5,Micro,136261.7
46000.0,18289.17,3367.69,Nano,162761.07
19000.0,11300.06,1951.96,Mega,66929.74
61000.0,20731.15,2600.84,Macro,219276.27
87000.0,28939.84,4558.25,Micro,309115.98
93000.0,29241.09,3030.02,Micro,328545.07
100000.0,33151.81,5473.67,Nano,352031.65
79000.0,24182.64,8113.0,Macro,282006.86
60000.0,19075.9,28.58,Micro,215863.02
84000.0,29138.07,4477.79,Mega,294836.51
58000.0,13868.84,415.37,Mega,208214.19
58000.0,21035.64,2676.06,Nano,201130.63
77000.0,24143.23,6439.21,Micro,272136.96
22000.0,2143.68,2392.67,Nano,75447.4
95000.0,30898.25,4795.85,Macro,340178.77
55000.0,13813.63,3245.54,Mega,193841.08
40000.0,8398.91,1465.69,Mega,146062.48
28000.0,12140.13,5189.19,Macro,105175.76
50000.0,16216.66,4527.34,Macro,176198.37
30000.0,559.36,865.26,Macro,104014.13
22000.0,12654.18,1185.98,Macro,78517.37
60000.0,15654.26,1535.04,Micro,213047.02
77000.0,27556.09,7176.76,Mega,274111.19
12000.0,13938.27,411.81,Nano,43626.27
30000.0,4448.54,1895.34,Macro,102968.9
79000.0,23627.7,4313.29,Micro,283239.28
15000.0,3618.89,424.48,Micro,57132.09
94000.0,28346.33,2769.19,Macro,341096.15
46000.0,14192.76,5080.54,Micro,166853.2
34000.0,5781.91,2625.23,Mega,123685.49
74000.0,16855.25,4161.09,Mega,266490.54
92000.0,26814.05,4200.58,Macro,324161.38
30000.0,8232.99,635.69,Micro,106064.6
88000.0,21332.99,8327.31,Micro,318417.59
91000.0,17881.86,4934.91,Nano,327386.93
83000.0,19350.93,759.75,Micro,295168.43
34000.0,4450.95,4797.78,Micro,123589.12
41000.0,17410.68,3407.15,Mega,146081.46
