,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
38678,57.0,0.0929,0.68,186800.0,0.7979999999999999,0.0,0.0746,-4.978,0.1159999999999999,116.98899999999999,0.594,1
35085,53.0,0.0698,0.757,192414.0,0.72,1.4499999999999997e-05,0.1119999999999999,-5.644,0.0425,121.96799999999999,0.96,1
37566,54.0,0.424,0.669,269323.0,0.517,0.0,0.155,-5.97,0.0345,140.931,0.354,1
36728,57.0,0.0164,0.638,191126.0,0.682,1.09e-05,0.457,-3.798,0.0526,142.977,0.20600000000000002,1
36622,61.0,0.0214,0.426,271533.0,0.805,0.0,0.0951,-5.8279999999999985,0.0398,88.088,0.2189999999999999,1
36659,62.0,0.0316,0.5579999999999999,213653.0,0.8959999999999999,0.0,0.528,-3.687,0.0545,90.064,0.63,1
37333,59.0,0.507,0.581,116160.0,0.821,0.0,0.10800000000000001,-4.387,0.0318,136.145,0.968,1
39618,50.0,0.0193,0.40700000000000003,205587.0,0.821,2.06e-06,0.36,-4.987,0.0657,99.814,0.61,1
35226,57.0,0.402,0.498,-1.0,0.8059999999999999,5.74e-06,0.525,-5.284,0.0265,119.95296059529068,0.664,1
35098,52.0,0.0038399999999999,0.544,210080.0,0.625,0.00657,0.0889,-6.7970000000000015,0.0342,75.243,0.43,1
37614,61.0,0.517,0.6679999999999999,228747.0,0.47700000000000004,0.446,0.139,-8.709,0.0358,88.005,0.0966,1
38387,77.0,0.381,0.66,-1.0,0.3829999999999999,0.0,0.11900000000000001,-9.377,0.0304,83.096,0.381,1
39420,48.0,0.0185,0.3279999999999999,574000.0,0.479,0.682,0.268,-13.335999999999999,0.0313,119.596,0.0569,1
36402,65.0,0.858,0.654,134400.0,0.336,0.385,0.0786,-12.825,0.0379,176.083,0.9470000000000001,1
39691,56.0,0.0407,0.569,178555.0,0.625,0.0113,0.536,-7.4289999999999985,0.0273,119.95296059529068,0.502,1
36297,82.0,0.0021,0.5920000000000001,329733.0,0.767,0.00165,0.127,-2.7880000000000003,0.027000000000000003,96.48299999999999,0.3279999999999999,1
37169,55.0,0.121,0.625,218867.0,0.826,0.0,0.158,-5.037,0.0325,99.919,0.6990000000000001,1
37944,66.0,0.0874,0.525,252280.0,0.741,0.147,0.1169999999999999,-5.643,0.0311,117.031,0.179,1
38673,56.0,0.0116,0.528,208067.0,0.888,0.762,0.154,-6.039,0.0326,145.971,0.897,1
35817,67.0,0.0999,0.4029999999999999,240933.0,0.777,3.28e-06,0.124,-6.416,0.0354,76.329,0.149,1
36263,53.0,0.7440000000000001,0.366,498147.0,0.35700000000000004,1.9699999999999998e-05,0.11,-6.227,0.0342,118.90100000000001,0.1169999999999999,1
35894,77.0,0.3229999999999999,0.606,182493.0,0.652,0.0,0.201,-6.982,0.0281,97.155,0.47600000000000003,1
36456,60.0,0.034,0.521,215973.0,0.9329999999999999,2.07e-05,0.33,-4.874,0.179,169.842,0.607,1
38321,64.0,0.0299,0.57,222573.0,0.83,0.0,0.14800000000000002,-5.096,0.0579,155.014,0.765,1
37564,58.0,0.0196,0.439,246827.0,0.9079999999999999,0.0054,0.1369999999999999,-4.08,0.0649,119.95296059529068,0.35100000000000003,1
38579,55.0,0.00698,0.581,234013.0,0.5660000000000001,2.93e-06,0.0968,-8.169,0.0357,83.904,0.449,1
37685,71.0,0.0771,0.7120000000000001,287733.0,0.9670000000000001,0.0,0.35600000000000004,-5.206,0.047,145.024,0.895,1
39656,55.0,0.324,0.705,191280.0,0.813,0.0,0.34700000000000003,-4.522,0.1159999999999999,119.95296059529068,0.843,1
39816,68.0,0.514,0.4579999999999999,342493.0,0.486,0.0,0.574,-8.147,0.0258,72.484,0.363,1
39684,58.0,0.0073,0.491,249067.0,0.738,0.0,0.295,-6.73,0.0571,162.003,0.524,1
37969,59.0,0.045,0.624,199767.0,0.5479999999999999,0.0001699999999999,0.11,-6.6579999999999995,0.0318,91.973,0.36700000000000005,1
37677,65.0,0.0152,0.465,217824.0,0.917,0.02,0.28600000000000003,-6.331,0.237,155.061,0.39,1
35566,57.0,0.0218,0.456,257960.0,0.508,0.0,0.237,-14.339,0.0402,119.95296059529068,0.5529999999999999,1
37783,55.0,0.83,0.387,-1.0,0.1939999999999999,0.00145,0.131,-10.829,0.031,121.7,0.0862,1
37953,60.0,0.051,0.4429999999999999,267906.0,0.778,0.0,0.267,-3.037,0.0328,148.04399999999998,0.418,1
37822,63.0,0.0004669999999999,0.617,254510.0,0.7040000000000001,1.3300000000000001e-05,0.326,-6.835,0.0301,99.804,0.358,1
37763,64.0,0.794,0.39,330533.0,0.31,0.0,0.379,-14.545,0.0676,177.515,0.584,1
36761,60.0,0.138,0.516,-1.0,0.745,0.0,0.114,-5.6739999999999995,0.0381,119.95296059529068,0.77,1
35729,54.0,0.00017900000000000001,0.5870000000000001,396333.0,0.613,0.151,0.17800000000000002,-9.443999999999999,0.0341,85.693,0.655,1
35224,60.0,0.13,0.872,247133.0,0.679,0.00746,0.3229999999999999,-10.026,0.156,119.95296059529068,0.948,1
39144,55.0,0.152,0.555,-1.0,0.726,0.000178,0.14800000000000002,-8.939,0.0368,107.719,0.505,1
38962,61.0,0.244,0.529,168853.0,0.847,0.0,0.205,-5.513,0.0482,93.977,0.69,1
36593,53.0,0.917,0.561,228920.0,0.252,0.0,0.106,-9.448,0.0345,144.226,0.34600000000000003,1
38352,53.0,0.00591,0.465,-1.0,0.812,0.0004940000000000001,0.408,-6.398,0.0467,146.2,0.8109999999999999,1
38975,65.0,0.00318,0.5589999999999999,190760.0,0.9309999999999999,1.24e-05,0.0624,-5.8629999999999995,0.0721,90.911,0.644,1
39712,50.0,0.0125,0.264,287613.0,0.875,0.24,0.0925,-3.3710000000000004,0.054000000000000006,119.95296059529068,0.2319999999999999,1
35048,33.0,0.00938,0.473,214213.0,0.802,0.00141,0.392,-4.966,0.0322,119.95296059529068,0.6609999999999999,1
38006,53.0,0.1639999999999999,0.552,295667.0,0.802,0.00114,0.13,-7.479,0.04,152.80700000000002,0.631,1
35215,56.0,0.0293,0.647,219213.0,0.764,0.0,0.139,-4.388,0.0363,161.416,0.598,1
35682,55.0,0.0276,0.684,238973.0,0.8370000000000001,2.98e-05,0.0627,-5.46,0.0307,115.94,0.565,1
35359,54.0,0.0399,0.575,177960.0,0.985,0.0,0.166,-1.038,0.0743,119.95296059529068,0.47600000000000003,1
36438,55.0,1.87e-05,0.409,258373.0,0.9740000000000001,0.11800000000000001,0.1159999999999999,-5.274,0.085,166.00099999999998,0.473,1
35954,60.0,1.04e-05,0.545,209480.0,0.836,0.000129,0.413,-4.029,0.0281,105.925,0.449,1
37848,67.0,0.0073799999999999,0.547,197053.0,0.804,0.0,0.0308,-5.268,0.0361,142.016,0.6659999999999999,1
35582,68.0,0.129,0.662,209693.0,0.65,0.0,0.113,-5.981,0.0383,117.992,0.48100000000000004,1
38933,67.0,0.0312,0.669,244760.0,0.914,8.92e-05,0.0483,-3.8339999999999996,0.107,97.021,0.855,1
35549,58.0,0.0198,0.467,185080.0,0.815,1.23e-06,0.11800000000000001,-7.9289999999999985,0.0524,140.047,0.335,1
35372,56.0,0.038,0.364,260609.0,0.46,0.00131,0.535,-8.298,0.0425,93.12899999999999,0.068,1
36617,62.0,0.00963,0.639,246173.0,0.903,7.06e-05,0.174,-5.013,0.0371,135.938,0.96,1
38555,52.0,0.00614,0.515,260160.0,0.912,0.177,0.157,-8.547,0.0693,107.131,0.596,1
34608,28.0,0.0819999999999999,0.29100000000000004,210707.0,0.948,0.0117,0.968,-4.5169999999999995,0.1009999999999999,161.47299999999998,0.5770000000000001,0
11131,41.0,0.0118,0.8540000000000001,90667.0,0.493,0.012,0.10400000000000001,-9.996,0.10400000000000001,89.984,0.5820000000000001,0
31867,35.0,0.239,0.556,198320.0,0.867,0.0,0.0874,-4.904,0.0321,133.07299999999998,0.81,0
21483,40.0,0.373,0.6990000000000001,216533.0,0.6809999999999999,0.0,0.2739999999999999,-4.9830000000000005,0.0306,131.99,0.8059999999999999,0
10013,32.0,0.765,0.696,-1.0,0.617,0.6509999999999999,0.1119999999999999,-7.973,0.0297,131.924,0.47,0
26307,54.0,0.0471,0.7979999999999999,190918.0,0.721,0.0,0.0626,-4.9639999999999995,0.0927,104.943,0.41,0
17737,45.0,0.000999,0.3379999999999999,554840.0,0.812,0.000139,0.11,-4.816,0.0346,160.03,0.317,0
18299,51.0,0.425,0.436,154749.0,0.655,0.0,0.3929999999999999,-8.152999999999999,0.159,139.71200000000002,0.523,0
33699,33.0,0.377,0.519,-1.0,0.374,0.0,0.0767,-8.878,0.0272,111.336,0.42200000000000004,0
40351,26.0,0.9109999999999999,0.129,472933.0,0.0538,0.122,0.0602,-27.769000000000002,0.0359,92.21799999999999,0.0805,0
49859,70.0,0.4039999999999999,0.629,-1.0,0.601,0.0,0.0582,-7.507999999999999,0.309,199.921,0.612,0
47965,58.0,0.195,0.475,314493.0,0.757,0.0,0.37,-7.307,0.35700000000000004,119.95296059529068,0.0707,0
23945,42.0,0.292,0.594,198467.0,0.718,0.0,0.0934,-5.755,0.0289,133.993,0.5489999999999999,0
33321,38.0,0.733,0.54,-1.0,0.37,0.000932,0.0886,-12.017000000000001,0.0463,88.36,0.20800000000000002,0
20226,55.0,0.1369999999999999,0.622,222187.0,0.519,0.0,0.0954,-7.971,0.0269,90.08200000000001,0.496,0
12724,45.0,0.6629999999999999,0.665,297991.0,0.634,9.77e-05,0.127,-7.811,0.21,93.05,0.43,0
3931,30.0,0.0145,0.519,234573.0,0.5760000000000001,0.392,0.201,-7.705,0.0289,139.981,0.1159999999999999,0
47323,47.0,0.4039999999999999,0.467,157608.0,0.581,0.0,0.149,-9.767999999999999,0.456,91.10799999999999,0.152,0
11821,48.0,0.449,0.667,149987.0,0.485,2.33e-06,0.0716,-7.164,0.0602,119.161,0.768,0
5343,16.0,0.00883,0.4379999999999999,299053.0,0.9790000000000001,0.256,0.1689999999999999,-6.269,0.408,152.97799999999998,0.126,0
21738,46.0,0.89,0.42,213253.0,0.426,0.0,0.919,-8.648,0.0274,119.95296059529068,0.489,0
11477,52.0,0.6940000000000001,0.7709999999999999,252653.0,0.4579999999999999,0.00013700000000000002,0.0784,-7.652,0.0327,109.089,0.7070000000000001,0
8932,12.0,0.000109,0.248,105820.0,0.9179999999999999,0.785,0.244,-5.005,0.107,119.95296059529068,0.34,0
1388,51.0,0.308,0.4479999999999999,198400.0,0.627,0.0,0.159,-5.657,0.047,149.756,0.37,0
23094,49.0,0.0049700000000000005,0.42,281080.0,0.635,0.000146,0.139,-5.565,0.031,165.983,0.20600000000000002,0
20580,63.0,0.171,0.348,183640.0,0.87,4.4e-06,0.2019999999999999,-5.86,0.1369999999999999,83.39200000000001,0.763,0
21010,47.0,0.0974,0.498,215240.0,0.88,0.0,0.341,-5.098,0.0379,76.007,0.764,0
2729,38.0,0.0332,0.608,218624.0,0.938,0.0,0.31,-2.681,0.287,134.19799999999998,0.436,0
16807,69.0,0.013000000000000001,0.649,208467.0,0.888,2.23e-06,0.0888,-4.8069999999999995,0.0293,100.975,0.5529999999999999,0
10217,37.0,0.6779999999999999,0.73,163933.0,0.43,1.99e-06,0.179,-8.232000000000001,0.0434,123.47200000000001,0.5720000000000001,0
22001,38.0,0.00483,0.638,256440.0,0.42700000000000005,2.48e-06,0.146,-12.994000000000002,0.0756,169.831,0.5429999999999999,0
41039,25.0,0.996,0.36,198053.0,0.0612,0.885,0.11,-25.708000000000002,0.0447,92.86399999999999,0.11,0
8718,28.0,0.595,0.163,162027.0,0.44,0.909,0.142,-9.873,0.0436,154.357,0.126,0
18027,73.0,0.000917,0.433,269373.0,0.9590000000000001,0.0,0.0279999999999999,-4.04,0.0431,119.95296059529068,0.365,0
30512,47.0,0.17600000000000002,0.809,149013.0,0.701,0.0,0.184,-12.484000000000002,0.0574,105.696,0.563,0
7487,13.0,0.0588,0.523,229720.0,0.843,0.000559,0.132,-3.988,0.0328,119.95296059529068,0.494,0
14673,47.0,0.474,0.782,-1.0,0.7909999999999999,0.0012,0.0555,-6.3210000000000015,0.0383,99.992,0.8190000000000001,0
20417,51.0,0.2,0.42700000000000005,240733.0,0.883,0.0,0.105,-1.936,0.102,159.91,0.7240000000000001,0
34559,64.0,0.795,0.631,188693.0,0.354,0.00010700000000000001,0.0879,-11.112,0.0313,73.007,0.522,0
23571,39.0,0.156,0.529,-1.0,0.56,0.0299,0.155,-12.972000000000001,0.0329,104.516,0.866,0
25728,60.0,0.00602,0.634,237027.0,0.845,5.29e-06,0.0598,-5.058,0.35200000000000004,94.0,0.929,0
7738,43.0,0.0015300000000000001,0.196,331653.0,0.737,0.745,0.0865,-8.961,0.0728,96.13799999999999,0.0898,0
42403,50.0,0.981,0.228,441013.0,0.498,0.8640000000000001,0.7040000000000001,-20.596,0.0533,79.023,0.358,0
6708,24.0,0.11,0.626,368400.0,0.9940000000000001,0.0415,0.304,-2.8489999999999998,0.0802,129.993,0.475,0
2868,42.0,0.239,0.669,217778.0,0.736,0.000169,0.598,-3.2230000000000003,0.0602,145.061,0.494,0
24184,44.0,0.0101,0.698,212760.0,0.6759999999999999,2.57e-05,0.1119999999999999,-11.717,0.0277,116.486,0.961,0
4162,23.0,0.0498,0.708,285427.0,0.447,1.4099999999999999e-05,0.273,-10.714,0.052000000000000005,102.035,0.626,0
43998,0.0,0.986,0.3429999999999999,259040.0,0.0153,0.9079999999999999,0.18100000000000002,-30.433000000000003,0.0453,169.22,0.102,0
18759,51.0,0.0258,0.445,-1.0,0.882,0.000808,0.0824,-4.979,0.109,144.28,0.573,0
43721,36.0,0.937,0.0874,-1.0,0.0169,0.773,0.10800000000000001,-32.245,0.0478,85.068,0.05,0
7330,25.0,0.00873,0.465,243020.0,0.981,0.0,0.354,-2.366,0.203,128.093,0.534,0
31517,27.0,0.0182,0.35,184773.0,0.6579999999999999,3.79e-06,0.073,-6.553,0.0568,156.295,0.593,0
33610,40.0,0.00010700000000000001,0.158,267400.0,0.742,0.6659999999999999,0.364,-6.507999999999999,0.0649,206.863,0.0653,0
18685,49.0,2.58e-05,0.475,177427.0,0.753,0.0968,0.212,-5.058,0.214,162.92,0.672,0
21701,57.0,0.00228,0.539,257080.0,0.7859999999999999,1.7899999999999998e-05,0.121,-4.8839999999999995,0.0269,88.969,0.503,0
13008,30.0,0.8320000000000001,0.184,329133.0,0.0917,0.94,0.1119999999999999,-17.91,0.0407,127.20700000000001,0.0331,0
9561,38.0,0.0010199999999999,0.467,229027.0,0.973,0.0357,0.0528,-1.236,0.14300000000000002,93.15299999999999,0.445,0
41733,33.0,0.8290000000000001,0.218,372187.0,0.244,0.93,0.129,-16.472,0.0404,83.73899999999999,0.06,0
10192,43.0,0.61,0.568,-1.0,0.225,0.0577,0.0596,-16.413,0.0498,119.95296059529068,0.5920000000000001,0
6740,27.0,0.0011,0.327,308080.0,0.972,0.0034799999999999,0.0817,-3.489,0.469,119.95296059529068,0.10300000000000001,0
4630,43.0,0.0354,0.794,373377.0,0.625,0.871,0.0654,-8.396,0.0549,113.99600000000001,0.187,0
7616,29.0,0.17600000000000002,0.609,344160.0,0.888,0.0,0.15,-2.8139999999999996,0.036000000000000004,119.959,0.696,0
15849,47.0,0.054000000000000006,0.48200000000000004,-1.0,0.627,2.99e-06,0.111,-5.779,0.03,95.90299999999999,0.17,0
26759,52.0,0.059000000000000004,0.625,158108.0,0.6990000000000001,0.0,0.231,-10.665,0.478,147.95600000000002,0.381,0
32519,30.0,0.1119999999999999,0.3939999999999999,325733.0,0.348,0.0257,0.294,-10.197000000000001,0.036000000000000004,127.54299999999999,0.5379999999999999,0
8648,16.0,0.0246,0.545,225107.0,0.917,0.0,0.307,-2.839,0.0352,132.93,0.6509999999999999,0
34943,64.0,0.914,0.5670000000000001,157893.0,0.159,0.0,0.111,-13.648,0.0331,146.91299999999998,0.436,0
13365,46.0,0.71,0.623,383973.0,0.3279999999999999,0.344,0.105,-12.949000000000002,0.0382,74.668,0.696,0
25447,56.0,3.98e-05,0.47600000000000003,181667.0,0.907,4.32e-06,0.353,-3.938,0.0593,96.515,0.303,0
8721,13.0,0.826,0.153,205347.0,0.359,0.888,0.0816,-17.719,0.0384,83.89399999999999,0.313,0
48293,55.0,0.547,0.562,241133.0,0.3939999999999999,0.0,0.3829999999999999,-9.536,0.239,76.277,0.292,0
4855,33.0,0.0731,0.654,148267.0,0.726,0.8909999999999999,0.243,-5.4910000000000005,0.0354,90.969,0.56,0
8140,16.0,0.000286,0.527,92573.0,0.752,0.785,0.152,-5.76,0.0406,95.01799999999999,0.474,0
46843,64.0,0.0217,0.858,247613.0,0.76,0.0,0.322,-7.895,0.254,93.08200000000001,0.951,0
18788,47.0,0.326,0.6990000000000001,147107.0,0.59,0.0,0.10800000000000001,-4.952,0.215,144.88,0.812,0
31742,28.0,0.7140000000000001,0.616,113813.0,0.18600000000000003,1.32e-06,0.166,-13.757,0.051,119.74700000000001,0.878,0
8494,31.0,0.569,0.449,249600.0,0.871,1.93e-06,0.401,-2.365,0.0714,204.048,0.7859999999999999,0
10378,38.0,0.11,0.418,318178.0,0.652,0.535,0.354,-11.112,0.0748,80.45100000000001,0.607,0
12947,36.0,0.0335,0.6609999999999999,314080.0,0.5589999999999999,0.146,0.0822,-10.3,0.0336,95.994,0.602,0
25659,55.0,0.126,0.779,217440.0,0.902,0.0,0.242,-2.975,0.1689999999999999,95.321,0.82,0
30269,23.0,0.377,0.7340000000000001,180773.0,0.6759999999999999,0.221,0.741,-7.273,0.04,94.51799999999999,0.907,0
25927,59.0,0.0887,0.691,272379.0,0.74,0.0,0.149,-5.8839999999999995,0.298,78.025,0.41,0
26948,52.0,0.0132,0.624,245947.0,0.684,0.0,0.113,-4.745,0.31,164.07,0.255,0
16071,50.0,0.102,0.307,367160.0,0.40700000000000003,0.0571,0.10300000000000001,-8.25,0.0279999999999999,90.255,0.0433,0
42137,0.0,0.9279999999999999,0.382,588400.0,0.161,0.5589999999999999,0.12,-19.09,0.0535,93.319,0.266,0
42727,0.0,0.956,0.332,194053.0,0.188,0.929,0.1369999999999999,-20.45,0.0446,136.27,0.055,0
48701,56.0,0.0563,0.892,-1.0,0.5379999999999999,0.0,0.303,-7.042999999999998,0.304,130.129,0.325,0
13160,51.0,0.184,0.754,208867.0,0.8009999999999999,0.0,0.132,-5.992000000000001,0.35,119.95296059529068,0.391,0
21616,36.0,0.0914,0.698,218000.0,0.9209999999999999,0.0,0.0602,-4.091,0.0387,119.95296059529068,0.685,0
40049,36.0,0.865,0.124,179453.0,0.309,0.8,0.10300000000000001,-15.882,0.0346,63.827,0.0796,0
5186,28.0,0.0357,0.455,226027.0,0.951,0.000614,0.389,-2.365,0.109,131.814,0.3829999999999999,0
24825,33.0,0.0016600000000000002,0.495,-1.0,0.534,0.000117,0.0889,-7.347,0.0253,92.99700000000001,0.182,0
30796,30.0,0.00701,0.442,398333.0,0.5660000000000001,0.149,0.129,-10.696,0.0616,97.64299999999999,0.51,0
24328,50.0,0.1009999999999999,0.53,231640.0,0.504,0.000633,0.106,-6.71,0.0251,119.95296059529068,0.56,0
40381,32.0,0.904,0.3929999999999999,386533.0,0.129,0.5870000000000001,0.1,-23.346999999999998,0.0393,120.12299999999999,0.645,0
6319,32.0,0.409,0.528,145027.0,0.5660000000000001,0.8740000000000001,0.0956,-10.950999999999999,0.0376,149.885,0.48200000000000004,0
16345,50.0,0.0879,0.7759999999999999,187653.0,0.601,0.000305,0.353,-6.041,0.0487,82.48100000000001,0.41600000000000004,0
17026,60.0,0.5820000000000001,0.42100000000000004,187134.0,0.40700000000000003,0.775,0.1169999999999999,-10.732000000000001,0.0777,80.748,0.23800000000000002,0
40561,32.0,0.987,0.155,304733.0,0.0581,0.89,0.0952,-26.549,0.0447,92.44200000000001,0.0731,0
10608,38.0,0.00108,0.7759999999999999,448480.0,0.703,0.88,0.35200000000000004,-16.542,0.0498,125.93799999999999,0.922,0
28971,57.0,0.12300000000000001,0.7490000000000001,238054.0,0.649,0.0,0.371,-8.623,0.053,120.068,0.146,0
10500,30.0,0.915,0.479,124400.0,0.217,0.000816,0.0853,-11.499,0.0291,74.86399999999999,0.364,0
20512,40.0,0.102,0.5579999999999999,197053.0,0.8370000000000001,0.0,0.0651,-4.385,0.0356,170.03400000000002,0.857,0
19645,47.0,0.0021899999999999,0.605,243800.0,0.789,0.0178,0.127,-7.035,0.0338,136.041,0.434,0
30459,26.0,0.77,0.81,153093.0,0.524,1.0300000000000001e-05,0.161,-9.77,0.0339,130.214,0.9490000000000001,0
33930,26.0,3.87e-05,0.47600000000000003,169613.0,0.7909999999999999,0.838,0.165,-8.086,0.0582,119.95296059529068,0.4029999999999999,0
13399,40.0,0.109,0.797,284067.0,0.555,0.0001899999999999,0.0648,-12.692,0.0385,114.74600000000001,0.8809999999999999,0
31631,28.0,0.8590000000000001,0.574,185387.0,0.284,0.0,0.114,-9.087,0.0363,68.07,0.672,0
18896,66.0,0.2189999999999999,0.701,144333.0,0.261,0.0,0.0821,-19.846,0.0938,97.042,0.89,0
29707,62.0,0.0819,0.42100000000000004,300427.0,0.963,0.0,0.5,-2.16,0.415,119.95296059529068,0.494,0
46543,51.0,0.602,0.6579999999999999,141174.0,0.626,2.46e-06,0.682,-6.069,0.3279999999999999,119.95296059529068,0.738,0
9682,36.0,0.289,0.5539999999999999,299600.0,0.8109999999999999,0.0,0.363,-4.481,0.0461,160.17,0.737,0
47736,64.0,0.2789999999999999,0.723,298200.0,0.691,0.0,0.0363,-6.784,0.2189999999999999,138.03799999999998,0.512,0
26726,54.0,0.006640000000000001,0.496,316004.0,0.5539999999999999,0.0,0.111,-8.487,0.365,80.0,0.3279999999999999,0
44618,37.0,0.192,0.265,205320.0,0.6409999999999999,0.9520000000000001,0.11,-6.854,0.033,186.00400000000002,0.1669999999999999,0
32434,38.0,0.0306,0.4429999999999999,251320.0,0.7559999999999999,0.00121,0.33,-9.216000000000001,0.0443,83.79700000000001,0.34600000000000003,0
47257,55.0,0.374,0.9259999999999999,213120.0,0.354,0.0,0.49,-10.773,0.511,105.005,0.561,0
41367,44.0,0.888,0.37,195360.0,0.47100000000000003,0.003,0.10300000000000001,-10.544,0.0371,146.322,0.373,0
34495,46.0,0.823,0.505,164666.0,0.17,2.8699999999999996e-05,0.0619,-12.847999999999999,0.0325,119.95296059529068,0.305,0
42110,42.0,7.730000000000001e-05,0.42200000000000004,287267.0,0.879,0.0484,0.3289999999999999,-5.2379999999999995,0.1009999999999999,180.05,0.196,0
25928,70.0,0.2789999999999999,0.516,288200.0,0.738,0.0,0.621,-7.21,0.415,175.43200000000002,0.595,0
23672,44.0,0.924,0.425,-1.0,0.314,0.0124,0.129,-9.072000000000001,0.0312,73.69,0.311,0
41280,35.0,0.995,0.387,363800.0,0.0353,0.893,0.0729,-32.141999999999996,0.0482,96.86,0.15,0
20509,44.0,0.204,0.674,246938.0,0.67,0.0,0.289,-6.457000000000002,0.061,143.94799999999998,0.371,0
29355,53.0,0.0266,0.7759999999999999,144493.0,0.897,0.0,0.1689999999999999,-3.96,0.142,100.14,0.499,0
17452,51.0,0.0224,0.647,233573.0,0.69,0.0,0.147,-8.657,0.0454,117.514,0.682,0
46010,68.0,0.154,0.71,180675.0,0.47,0.0,0.643,-9.33,0.142,80.027,0.581,0
17395,65.0,0.664,0.5820000000000001,215813.0,0.4429999999999999,0.0,0.0703,-7.816,0.0436,78.071,0.452,0
10035,45.0,0.445,0.715,197013.0,0.662,0.0,0.0813,-5.761,0.188,87.904,0.626,0
7266,25.0,0.0166,0.376,255120.0,0.3,0.000842,0.483,-5.8610000000000015,0.0305,99.677,0.2769999999999999,0
48476,49.0,0.0533,0.486,-1.0,0.995,0.000298,0.674,-3.611,0.0636,117.26,0.142,0
46292,71.0,0.0414,0.6859999999999999,289560.0,0.428,0.0,0.138,-13.072000000000001,0.192,141.95,0.3289999999999999,0
30321,33.0,0.289,0.546,294933.0,0.43700000000000006,0.000312,0.11900000000000001,-8.993,0.0326,129.955,0.534,0
6988,13.0,0.7609999999999999,0.544,214800.0,0.792,0.0,0.335,-3.512,0.0462,119.99799999999999,0.615,0
48494,57.0,0.12300000000000001,0.7490000000000001,238054.0,0.649,0.0,0.371,-8.623,0.053,120.068,0.146,0
16323,42.0,0.000128,0.442,290547.0,0.7929999999999999,0.000305,0.2269999999999999,-5.465,0.0289999999999999,149.958,0.313,0
44550,32.0,0.8059999999999999,0.423,123840.0,0.156,0.000587,0.623,-17.959,0.039,135.911,0.563,0
8578,21.0,0.000266,0.502,-1.0,0.9490000000000001,3.72e-05,0.336,-4.046,0.0514,150.003,0.4589999999999999,0
11069,39.0,0.872,0.121,499960.0,0.27,0.746,0.17600000000000002,-13.276,0.0421,71.806,0.035,0
1114,25.0,0.0242,0.449,376500.0,0.8909999999999999,0.258,0.669,-4.118,0.135,109.95299999999999,0.544,0
27645,62.0,0.0711,0.753,193093.0,0.594,0.0,0.391,-9.486,0.0816,112.568,0.562,0
26361,65.0,0.273,0.535,184500.0,0.524,0.0,0.08,-6.225,0.192,80.538,0.8909999999999999,0
45248,80.0,0.381,0.642,195053.0,0.782,0.0,0.10800000000000001,-3.395,0.0477,162.005,0.396,0
34795,40.0,0.0006360000000000001,0.384,180400.0,0.917,4.35e-05,0.409,-4.516,0.1939999999999999,79.47800000000001,0.4429999999999999,0
46580,71.0,0.0808,0.787,175721.0,0.552,0.0,0.102,-7.676,0.0685,119.95296059529068,0.21,0
15724,48.0,5.29e-06,0.368,202467.0,0.9390000000000001,0.898,0.0819999999999999,-3.65,0.0382,84.08,0.615,0
33471,21.0,0.122,0.866,295867.0,0.637,0.0,0.0727,-6.563,0.0291,95.509,0.9,0
14575,41.0,0.9620000000000001,0.6829999999999999,192200.0,0.0941,0.762,0.11900000000000001,-20.776,0.0517,123.96700000000001,0.4029999999999999,0
10026,34.0,0.5660000000000001,0.57,467760.0,0.29100000000000004,0.0283,0.0453,-13.953,0.0425,106.24700000000001,0.423,0
3125,46.0,0.141,0.612,316653.0,0.607,0.1669999999999999,0.10400000000000001,-8.637,0.0396,79.975,0.6609999999999999,0
23180,56.0,0.0873,0.542,203120.0,0.8590000000000001,0.0,0.145,-5.1370000000000005,0.0424,140.9,0.637,0
19858,42.0,0.0446,0.47,242147.0,0.552,0.0328,0.6409999999999999,-6.885,0.0272,106.92,0.20600000000000002,0
24379,44.0,0.0462,0.6759999999999999,195053.0,0.7879999999999999,0.0,0.17300000000000001,-5.7570000000000014,0.0994,119.95296059529068,0.384,0
7275,23.0,3.6099999999999997e-05,0.42,214027.0,0.935,0.121,0.0654,-3.63,0.0429,119.95296059529068,0.682,0
29462,52.0,0.15,0.835,170658.0,0.873,0.0,0.304,-4.052,0.247,122.01899999999999,0.833,0
22883,42.0,0.903,0.449,136493.0,0.174,0.0,0.124,-12.56,0.0292,119.95296059529068,0.28800000000000003,0
14170,38.0,0.1369999999999999,0.494,205160.0,0.35700000000000004,0.667,0.131,-17.063,0.0343,119.95296059529068,0.292,0
1000,46.0,0.0007599999999999,0.505,223373.0,0.755,0.0725,0.348,-7.568,0.0315,157.993,0.532,0
20840,40.0,0.423,0.312,389395.0,0.379,0.00413,0.951,-9.93,0.0307,105.734,0.285,0
42652,39.0,0.97,0.20600000000000002,208280.0,0.1159999999999999,0.9590000000000001,0.14400000000000002,-23.543000000000006,0.0464,114.943,0.0383,0
47254,55.0,0.0517,0.573,-1.0,0.738,7.929999999999999e-05,0.12,-5.855,0.28300000000000003,207.852,0.565,0
45350,54.0,0.2739999999999999,0.846,163480.0,0.752,0.0,0.11,-4.942,0.449,140.018,0.575,0
